x	xg	error+	error-	error
1.09799e-06	181.584	34.3867	34.3867	34.3867
1.09825e-06	181.574	34.3831	34.3831	34.3831
1.0985e-06	181.563	34.3795	34.3795	34.3795
1.09875e-06	181.552	34.3759	34.3759	34.3759
1.09901e-06	181.541	34.3722	34.3722	34.3722
1.09926e-06	181.53	34.3686	34.3686	34.3686
1.09951e-06	181.519	34.365	34.365	34.365
1.09977e-06	181.508	34.3614	34.3614	34.3614
1.10002e-06	181.497	34.3578	34.3578	34.3578
1.10027e-06	181.486	34.3542	34.3542	34.3542
1.10053e-06	181.476	34.3505	34.3505	34.3505
1.10078e-06	181.465	34.3469	34.3469	34.3469
1.10103e-06	181.454	34.3433	34.3433	34.3433
1.10129e-06	181.443	34.3397	34.3397	34.3397
1.10154e-06	181.432	34.3361	34.3361	34.3361
1.10179e-06	181.421	34.3325	34.3325	34.3325
1.10205e-06	181.41	34.3289	34.3289	34.3289
1.1023e-06	181.399	34.3252	34.3252	34.3252
1.10255e-06	181.388	34.3216	34.3216	34.3216
1.10281e-06	181.377	34.318	34.318	34.318
1.10306e-06	181.367	34.3144	34.3144	34.3144
1.10332e-06	181.356	34.3108	34.3108	34.3108
1.10357e-06	181.345	34.3072	34.3072	34.3072
1.10382e-06	181.334	34.3036	34.3036	34.3036
1.10408e-06	181.323	34.3	34.3	34.3
1.10433e-06	181.312	34.2963	34.2963	34.2963
1.10459e-06	181.301	34.2927	34.2927	34.2927
1.10484e-06	181.29	34.2891	34.2891	34.2891
1.1051e-06	181.28	34.2855	34.2855	34.2855
1.10535e-06	181.269	34.2819	34.2819	34.2819
1.10561e-06	181.258	34.2783	34.2783	34.2783
1.10586e-06	181.247	34.2747	34.2747	34.2747
1.10611e-06	181.236	34.2711	34.2711	34.2711
1.10637e-06	181.225	34.2675	34.2675	34.2675
1.10662e-06	181.214	34.2639	34.2639	34.2639
1.10688e-06	181.203	34.2603	34.2603	34.2603
1.10713e-06	181.192	34.2566	34.2566	34.2566
1.10739e-06	181.182	34.253	34.253	34.253
1.10764e-06	181.171	34.2494	34.2494	34.2494
1.1079e-06	181.16	34.2458	34.2458	34.2458
1.10815e-06	181.149	34.2422	34.2422	34.2422
1.10841e-06	181.138	34.2386	34.2386	34.2386
1.10866e-06	181.127	34.235	34.235	34.235
1.10892e-06	181.116	34.2314	34.2314	34.2314
1.10917e-06	181.105	34.2278	34.2278	34.2278
1.10943e-06	181.095	34.2242	34.2242	34.2242
1.10969e-06	181.084	34.2206	34.2206	34.2206
1.10994e-06	181.073	34.217	34.217	34.217
1.1102e-06	181.062	34.2134	34.2134	34.2134
1.11045e-06	181.051	34.2098	34.2098	34.2098
1.11071e-06	181.04	34.2062	34.2062	34.2062
1.11096e-06	181.029	34.2026	34.2026	34.2026
1.11122e-06	181.018	34.199	34.199	34.199
1.11148e-06	181.008	34.1954	34.1954	34.1954
1.11173e-06	180.997	34.1918	34.1918	34.1918
1.11199e-06	180.986	34.1882	34.1882	34.1882
1.11224e-06	180.975	34.1846	34.1846	34.1846
1.1125e-06	180.964	34.181	34.181	34.181
1.11276e-06	180.953	34.1774	34.1774	34.1774
1.11301e-06	180.942	34.1738	34.1738	34.1738
1.11327e-06	180.931	34.1702	34.1702	34.1702
1.11353e-06	180.921	34.1666	34.1666	34.1666
1.11378e-06	180.91	34.163	34.163	34.163
1.11404e-06	180.899	34.1594	34.1594	34.1594
1.11429e-06	180.888	34.1558	34.1558	34.1558
1.11455e-06	180.877	34.1522	34.1522	34.1522
1.11481e-06	180.866	34.1486	34.1486	34.1486
1.11506e-06	180.855	34.145	34.145	34.145
1.11532e-06	180.845	34.1414	34.1414	34.1414
1.11558e-06	180.834	34.1378	34.1378	34.1378
1.11584e-06	180.823	34.1342	34.1342	34.1342
1.11609e-06	180.812	34.1306	34.1306	34.1306
1.11635e-06	180.801	34.127	34.127	34.127
1.11661e-06	180.79	34.1234	34.1234	34.1234
1.11686e-06	180.779	34.1198	34.1198	34.1198
1.11712e-06	180.769	34.1162	34.1162	34.1162
1.11738e-06	180.758	34.1126	34.1126	34.1126
1.11764e-06	180.747	34.109	34.109	34.109
1.11789e-06	180.736	34.1054	34.1054	34.1054
1.11815e-06	180.725	34.1018	34.1018	34.1018
1.11841e-06	180.714	34.0982	34.0982	34.0982
1.11866e-06	180.703	34.0946	34.0946	34.0946
1.11892e-06	180.693	34.091	34.091	34.091
1.11918e-06	180.682	34.0875	34.0875	34.0875
1.11944e-06	180.671	34.0839	34.0839	34.0839
1.1197e-06	180.66	34.0803	34.0803	34.0803
1.11995e-06	180.649	34.0767	34.0767	34.0767
1.12021e-06	180.638	34.0731	34.0731	34.0731
1.12047e-06	180.627	34.0695	34.0695	34.0695
1.12073e-06	180.617	34.0659	34.0659	34.0659
1.12099e-06	180.606	34.0623	34.0623	34.0623
1.12124e-06	180.595	34.0587	34.0587	34.0587
1.1215e-06	180.584	34.0551	34.0551	34.0551
1.12176e-06	180.573	34.0515	34.0515	34.0515
1.12202e-06	180.562	34.048	34.048	34.048
1.12228e-06	180.551	34.0444	34.0444	34.0444
1.12254e-06	180.541	34.0408	34.0408	34.0408
1.12279e-06	180.53	34.0372	34.0372	34.0372
1.12305e-06	180.519	34.0336	34.0336	34.0336
1.12331e-06	180.508	34.03	34.03	34.03
1.12357e-06	180.497	34.0264	34.0264	34.0264
1.12383e-06	180.486	34.0228	34.0228	34.0228
1.12409e-06	180.476	34.0193	34.0193	34.0193
1.12435e-06	180.465	34.0157	34.0157	34.0157
1.1246e-06	180.454	34.0121	34.0121	34.0121
1.12486e-06	180.443	34.0085	34.0085	34.0085
1.12512e-06	180.432	34.0049	34.0049	34.0049
1.12538e-06	180.421	34.0013	34.0013	34.0013
1.12564e-06	180.41	33.9978	33.9978	33.9978
1.1259e-06	180.4	33.9942	33.9942	33.9942
1.12616e-06	180.389	33.9906	33.9906	33.9906
1.12642e-06	180.378	33.987	33.987	33.987
1.12668e-06	180.367	33.9834	33.9834	33.9834
1.12694e-06	180.356	33.9798	33.9798	33.9798
1.1272e-06	180.345	33.9763	33.9763	33.9763
1.12746e-06	180.335	33.9727	33.9727	33.9727
1.12772e-06	180.324	33.9691	33.9691	33.9691
